my_sig.1.50.
IGLL1	2.60318997997255
HES6	2.06072565366629
TCL1A	1.79964609774188
PDLIM1	1.7429026835911
SERPINB2	1.46787653350209
ARPP21	1.39910350465814
S100A4	1.39328572511599
LAMP5	1.38378471754727
PTGDS	1.21620655330887
FCER1A	1.16379971280129
GSTP1	1.16269303405869
SOX4	1.15516849985006
NUCB2	1.12683369887584
TRDC	1.10418918524519
SCN3A	1.10171252062915
WASF1	1.09097913412825
PLVAP	1.03500455793623
SERHL2	1.02039169584918
STMN1	1.01931328735918
GLUL	0.982955957209485
MARCKSL1	0.981560244155239
GXYLT2	0.961948798106025
TFDP2	0.960249150428127
TNNI2	0.946146233746302
FYB1	0.94499039456322
VAMP5	0.936072565148056
HMSD	0.918470758240823
CHCHD7	0.903927568939637
ARMH1	0.817114892075376
SUSD1	0.775467336845685
FABP5	0.773724671533174
IGFBP7	0.771616485641586
VIPR2	0.766901772507195
BCL2	0.763855868893459
PRDX2	0.753542427916663
PTMA	0.743098810906693
CLEC11A	0.735269427627702
CD7	0.729910389767231
LAT2	0.727810889754481
MYBPH	0.726039669970217
RAMP1	0.72420319259779
HLA-DQA1	0.723139539458019
RAN	0.721445210136734
PSMD7	0.71333151065035
AFF3	0.708594128801735
IFITM2	0.7074612722204
HLA-DQA2	0.707058475275747
FTL	0.695626071338722
MRPL57	0.69019021705582
FHIT	0.689719161526012
